order_id,customer_id,city,category,product_name,price,quantity,total_amount,order_date
814,9,Hyderabad,Sports,Football,5043,3,15129,9/2/2024
815,110,Delhi,Fashion,Jeans,1360,3,4080,8/16/2023
816,293,Hyderabad,Electronics,Headphones,73069,5,365345,7/23/2024
817,80,Pune,Fashion,Shirt,5446,4,21784,12/31/2023
818,132,Delhi,Home,Chair,76804,2,153608,8/27/2023
819,167,Bangalore,Electronics,Tablet,75088,2,150176,3/21/2023
820,154,Mumbai,Fashion,Jacket,76027,1,76027,9/1/2024
821,179,Bangalore,Beauty,Shampoo,10786,1,10786,12/9/2023
822,196,Mumbai,Sports,Football,30216,5,151080,1/12/2023
823,77,Delhi,Home,Mixer,42353,5,211765,8/1/2024
824,202,Bangalore,Beauty,Lipstick,20579,1,20579,11/20/2024
825,202,Pune,Beauty,Perfume,29609,4,118436,10/24/2023
826,26,Hyderabad,Fashion,Jeans,11319,4,45276,8/8/2024
827,223,Chennai,Sports,Tennis Racket,11651,4,46604,5/28/2024
828,250,Bangalore,Fashion,Shoes,63535,5,317675,7/22/2023
829,127,Pune,Beauty,Lipstick,74053,5,370265,6/20/2024
830,295,Mumbai,Electronics,Headphones,56869,3,170607,12/2/2024
831,98,Delhi,Electronics,Tablet,56014,3,168042,12/23/2023
832,227,Hyderabad,Home,Mixer,40453,2,80906,12/25/2023
833,192,Pune,Fashion,Jacket,6382,2,12764,7/24/2023
834,76,Delhi,Electronics,Laptop,7648,2,15296,9/27/2024
835,242,Mumbai,Electronics,Headphones,15085,3,45255,4/5/2024
836,280,Hyderabad,Home,Sofa,71017,2,142034,7/28/2023
837,299,Chennai,Home,Table,19026,1,19026,1/21/2024
838,146,Pune,Beauty,Perfume,33983,2,67966,3/3/2023
839,5,Mumbai,Beauty,Face Wash,7457,4,29828,11/1/2024
840,150,Chennai,Sports,Tennis Racket,47714,1,47714,1/20/2023
841,51,Delhi,Sports,Cricket Bat,50399,5,251995,12/27/2024
842,235,Hyderabad,Sports,Football,24934,2,49868,5/27/2024
843,171,Bangalore,Electronics,Laptop,32926,5,164630,11/9/2023
844,181,Delhi,Sports,Cricket Bat,2908,3,8724,12/1/2024
845,132,Bangalore,Home,Sofa,66200,3,198600,3/5/2023
846,202,Chennai,Electronics,Headphones,30067,2,60134,12/16/2023
847,117,Bangalore,Fashion,Shirt,50596,5,252980,11/25/2024
848,169,Bangalore,Fashion,Shoes,56397,3,169191,9/11/2024
849,278,Chennai,Beauty,Lipstick,27600,2,55200,8/17/2024
850,221,Pune,Fashion,Shoes,41001,5,205005,5/19/2023
851,273,Chennai,Beauty,Lipstick,42114,1,42114,7/24/2024
852,164,Bangalore,Electronics,Mobile,42128,2,84256,1/31/2023
853,97,Mumbai,Sports,Tennis Racket,58565,3,175695,6/5/2023
854,137,Hyderabad,Fashion,Shoes,3933,5,19665,9/23/2024
855,14,Delhi,Beauty,Lipstick,78666,2,157332,8/25/2023
856,241,Chennai,Electronics,Tablet,18075,5,90375,9/11/2024
857,71,Pune,Home,Sofa,51285,4,205140,4/30/2024
858,139,Bangalore,Fashion,Shoes,4724,4,18896,1/16/2023
859,225,Hyderabad,Fashion,Shoes,27312,1,27312,7/1/2023
860,208,Mumbai,Sports,Tennis Racket,60471,2,120942,3/13/2024
861,293,Hyderabad,Beauty,Shampoo,41512,4,166048,9/18/2024
862,234,Mumbai,Beauty,Perfume,68742,1,68742,4/7/2024
863,265,Chennai,Fashion,Jacket,5644,5,28220,2/1/2024
864,156,Delhi,Electronics,Mobile,38665,4,154660,2/12/2024
865,28,Chennai,Sports,Cricket Bat,55872,3,167616,9/19/2024
866,257,Mumbai,Beauty,Lipstick,61262,4,245048,4/3/2023
867,231,Mumbai,Fashion,Shoes,52020,4,208080,11/28/2023
868,47,Delhi,Fashion,Jacket,77873,2,155746,4/10/2024
869,231,Chennai,Home,Sofa,16693,1,16693,4/27/2023
870,82,Bangalore,Home,Mixer,69157,4,276628,6/7/2024
871,290,Chennai,Beauty,Shampoo,6254,2,12508,12/10/2023
872,27,Bangalore,Fashion,Shoes,19453,2,38906,12/30/2024
873,93,Mumbai,Home,Chair,58991,3,176973,10/3/2024
874,7,Bangalore,Fashion,Shoes,963,5,4815,9/17/2023
875,253,Pune,Sports,Gym Gloves,71737,1,71737,9/14/2024
876,41,Hyderabad,Fashion,Jacket,59972,4,239888,3/28/2024
877,286,Pune,Beauty,Perfume,32575,5,162875,10/12/2023
878,179,Mumbai,Electronics,Mobile,19932,1,19932,10/30/2024
879,170,Mumbai,Fashion,Shirt,76271,5,381355,11/2/2023
880,146,Hyderabad,Electronics,Laptop,55151,2,110302,6/15/2023
881,19,Mumbai,Beauty,Lipstick,60182,5,300910,1/4/2024
882,219,Hyderabad,Home,Chair,48809,4,195236,3/11/2023
883,141,Delhi,Electronics,Headphones,62210,2,124420,5/5/2023
884,108,Hyderabad,Beauty,Shampoo,69266,2,138532,12/13/2024
885,248,Chennai,Electronics,Laptop,75390,5,376950,3/31/2023
886,133,Hyderabad,Beauty,Face Wash,56474,5,282370,11/21/2023
887,255,Hyderabad,Beauty,Face Wash,17501,5,87505,7/30/2024
888,149,Pune,Sports,Gym Gloves,24080,5,120400,8/27/2023
889,61,Chennai,Electronics,Laptop,3643,4,14572,10/2/2024
890,180,Hyderabad,Fashion,Jacket,54769,1,54769,12/8/2023
891,35,Delhi,Fashion,Shirt,26870,3,80610,9/18/2023
892,171,Delhi,Home,Chair,1303,1,1303,12/3/2024
893,174,Chennai,Sports,Football,23520,2,47040,12/5/2023
894,80,Chennai,Sports,Gym Gloves,5160,2,10320,5/8/2024
895,267,Delhi,Sports,Tennis Racket,61116,4,244464,2/27/2023
896,107,Hyderabad,Beauty,Face Wash,73268,5,366340,1/20/2023
897,16,Delhi,Home,Chair,9178,2,18356,10/15/2023
898,96,Hyderabad,Sports,Cricket Bat,75339,5,376695,2/3/2024
899,212,Mumbai,Electronics,Headphones,41722,1,41722,10/6/2023
900,111,Hyderabad,Sports,Cricket Bat,49204,4,196816,11/6/2023
901,104,Mumbai,Home,Sofa,15210,3,45630,2/8/2023
902,98,Delhi,Sports,Football,63763,5,318815,6/7/2023
903,265,Chennai,Sports,Tennis Racket,43404,2,86808,4/11/2023
904,268,Mumbai,Fashion,Shoes,5291,4,21164,2/1/2024
905,171,Bangalore,Electronics,Headphones,6271,5,31355,3/31/2023
906,296,Delhi,Electronics,Laptop,68733,3,206199,1/24/2023
907,142,Hyderabad,Fashion,Jeans,26787,2,53574,10/21/2023
908,81,Delhi,Home,Table,15920,3,47760,6/2/2023
909,106,Hyderabad,Electronics,Laptop,73851,5,369255,4/15/2023
910,146,Hyderabad,Home,Chair,36027,2,72054,12/22/2024
911,174,Hyderabad,Fashion,Shoes,9837,3,29511,9/19/2024
912,26,Mumbai,Sports,Football,17549,1,17549,4/27/2024
913,92,Chennai,Sports,Football,11787,4,47148,2/6/2024
914,102,Chennai,Beauty,Shampoo,47112,3,141336,12/7/2023
915,48,Chennai,Beauty,Perfume,61539,5,307695,5/15/2023
916,239,Bangalore,Sports,Football,60214,3,180642,12/1/2024
917,187,Bangalore,Fashion,Shoes,19337,5,96685,9/22/2023
918,16,Mumbai,Fashion,Jeans,43067,4,172268,5/14/2024
919,88,Delhi,Sports,Football,46564,4,186256,4/17/2024
920,55,Delhi,Home,Sofa,67077,1,67077,2/20/2024
921,206,Hyderabad,Beauty,Perfume,40099,5,200495,4/17/2024
922,247,Bangalore,Sports,Cricket Bat,32441,5,162205,6/12/2023
923,223,Hyderabad,Electronics,Headphones,27794,5,138970,3/17/2024
924,294,Bangalore,Home,Sofa,23186,1,23186,12/29/2024
925,228,Pune,Electronics,Tablet,43147,5,215735,4/10/2023
926,195,Delhi,Home,Table,9623,5,48115,4/22/2023
927,298,Chennai,Sports,Football,12366,2,24732,5/23/2023
928,150,Bangalore,Electronics,Mobile,20058,4,80232,6/28/2024
929,163,Delhi,Beauty,Shampoo,26146,2,52292,11/28/2024
930,299,Mumbai,Beauty,Face Wash,57480,3,172440,4/2/2023
931,190,Hyderabad,Beauty,Shampoo,17218,3,51654,3/5/2023
932,145,Mumbai,Electronics,Laptop,73904,3,221712,4/23/2023
933,163,Chennai,Fashion,Jacket,77853,4,311412,10/2/2024
934,109,Chennai,Sports,Gym Gloves,50512,4,202048,7/12/2024
935,197,Delhi,Fashion,Jacket,18728,2,37456,7/22/2024
936,6,Mumbai,Sports,Cricket Bat,38310,2,76620,5/18/2023
937,44,Pune,Electronics,Mobile,64292,4,257168,5/20/2023
938,93,Bangalore,Sports,Gym Gloves,79723,4,318892,9/30/2024
939,182,Pune,Beauty,Shampoo,72858,4,291432,1/29/2024
940,256,Chennai,Fashion,Jacket,79742,1,79742,8/14/2024
941,188,Mumbai,Fashion,Jeans,54349,5,271745,8/13/2024
942,247,Chennai,Electronics,Tablet,48810,1,48810,8/17/2024
943,265,Mumbai,Electronics,Mobile,69497,3,208491,4/21/2024
944,40,Chennai,Beauty,Perfume,32642,4,130568,10/7/2024
945,6,Bangalore,Beauty,Face Wash,7417,3,22251,7/1/2024
946,181,Delhi,Sports,Gym Gloves,75730,3,227190,3/7/2024
947,289,Delhi,Home,Sofa,5130,5,25650,11/8/2023
948,27,Chennai,Electronics,Tablet,76278,2,152556,8/9/2024
949,65,Hyderabad,Home,Mixer,38093,4,152372,3/26/2023
950,144,Delhi,Electronics,Headphones,33536,2,67072,9/22/2024
951,78,Chennai,Home,Mixer,15121,5,75605,6/28/2023
952,121,Bangalore,Sports,Tennis Racket,23489,3,70467,12/18/2024
953,79,Bangalore,Fashion,Shirt,45437,1,45437,5/29/2023
954,86,Pune,Sports,Gym Gloves,31688,4,126752,10/14/2024
955,27,Pune,Beauty,Face Wash,7620,3,22860,4/29/2023
956,273,Pune,Sports,Gym Gloves,62920,3,188760,5/2/2024
957,272,Bangalore,Sports,Gym Gloves,62705,3,188115,5/29/2023
958,162,Hyderabad,Electronics,Headphones,59327,4,237308,11/25/2024
959,140,Delhi,Electronics,Laptop,70137,3,210411,3/18/2024
960,300,Bangalore,Home,Chair,13381,3,40143,11/1/2024
961,173,Chennai,Sports,Cricket Bat,77665,2,155330,6/16/2024
962,5,Mumbai,Fashion,Jeans,72276,1,72276,11/19/2024
963,229,Delhi,Electronics,Tablet,13305,5,66525,4/17/2023
964,13,Hyderabad,Fashion,Jeans,33516,2,67032,2/4/2023
965,63,Chennai,Electronics,Laptop,78374,2,156748,9/5/2024
966,290,Pune,Electronics,Laptop,79757,2,159514,1/20/2024
967,39,Chennai,Electronics,Mobile,33705,3,101115,4/23/2024
968,83,Mumbai,Sports,Tennis Racket,56465,3,169395,9/21/2023
969,31,Delhi,Home,Mixer,50674,4,202696,12/7/2023
970,103,Hyderabad,Home,Sofa,58247,1,58247,5/18/2024
971,277,Bangalore,Sports,Cricket Bat,64994,1,64994,5/28/2023
972,18,Mumbai,Fashion,Shirt,58378,3,175134,4/16/2023
973,77,Chennai,Electronics,Headphones,58942,1,58942,5/24/2024
974,169,Bangalore,Electronics,Laptop,51681,3,155043,6/5/2023
975,224,Bangalore,Beauty,Perfume,68052,4,272208,5/4/2024
976,247,Mumbai,Electronics,Mobile,933,4,3732,12/6/2024
977,29,Chennai,Beauty,Face Wash,44204,3,132612,2/15/2024
978,236,Delhi,Electronics,Headphones,70574,3,211722,3/24/2023
979,98,Delhi,Fashion,Shoes,73176,1,73176,1/29/2024
980,225,Chennai,Sports,Football,47589,4,190356,3/28/2023
981,123,Bangalore,Fashion,Shoes,5179,2,10358,1/26/2023
982,274,Bangalore,Sports,Football,71351,3,214053,5/26/2024
983,22,Bangalore,Electronics,Laptop,44970,1,44970,12/12/2023
984,275,Pune,Electronics,Mobile,69066,4,276264,11/25/2024
985,251,Chennai,Beauty,Lipstick,9941,1,9941,5/25/2023
986,67,Mumbai,Electronics,Tablet,6503,2,13006,12/19/2024
987,88,Hyderabad,Fashion,Shirt,40783,1,40783,4/12/2024
988,113,Mumbai,Electronics,Laptop,15465,4,61860,9/1/2024
989,62,Chennai,Fashion,Jacket,44716,4,178864,11/29/2023
990,89,Delhi,Beauty,Lipstick,42651,2,85302,2/16/2023
991,87,Chennai,Electronics,Laptop,36399,2,72798,3/1/2024
992,21,Pune,Home,Sofa,57996,2,115992,8/18/2024
993,42,Mumbai,Electronics,Tablet,21177,1,21177,5/13/2024
994,214,Chennai,Electronics,Mobile,12183,5,60915,10/18/2023
995,139,Hyderabad,Sports,Cricket Bat,27521,2,55042,10/17/2024
996,20,Hyderabad,Sports,Gym Gloves,31859,2,63718,9/17/2024
997,215,Mumbai,Fashion,Jacket,12037,3,36111,12/23/2023
998,49,Hyderabad,Beauty,Lipstick,25653,1,25653,6/26/2024
999,28,Pune,Home,Sofa,61345,2,122690,10/11/2023
1000,82,Chennai,Electronics,Mobile,62682,4,250728,6/30/2023
